Gene	SGD	UniProt	CC527	CC518	CC516	CC522	CC526	CC525	CC523	CC517	CC530	CC519	CC524	CC528	CC520	CC515	CC529	CC531	CC521
FKS3	S000004923	FKS3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MSL5	S000004106	BBP_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NAS6	S000003464	PSD10_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC61	S000004370	SC61A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC62	S000006015	SEC62_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YNL022C	S000004967	YNC2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KTR3	S000000409	KTR3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STH1	S000001388	STH1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YDR210W-A	S000007392	YD22A_YEAST;YL22A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUP85	S000003803	NUP85_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSQ1	S000004361	HSP7Q_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAL32	S000000503	MAL32_YEAST;MAL62_YEASX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNA1	S000004848	RNA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
RSC8	S000001933	RSC8_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YPR053C	S000006257	YP053_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WHI2	S000005569	WHI2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YCL020W	S000000525	YC21A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNU56	S000002648	SNU56_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YFL002W-B	S000007404	YF21A_YEAST;YG22A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BUD3	S000000520	BUD3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHB2	S000003463	PHB2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AIR2	S000002334	AIR2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MYO4	S000000027	MYO4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SKI6	S000003427	RRP41_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HSL1	S000001584	HSL1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDC53	S000002290	CDC53_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDC50	S000000690	CDC50_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OSH2	S000002177	OSH2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EMW1	S000005257	EMW1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCB2	S000005031	TCB2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GIS4	S000004465	GIS4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VPS13	S000003963	VPS13_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
VPS33	S000004388	VPS33_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CUE3	S000003078	CUE3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TRM1	S000002527	TRM1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CBP6	S000000324	CBP6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PET111	S000004870	PT111_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GTB1	S000002629	GLU2B_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOT6	S000000890	DOT6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MTC1	S000003659	MTC1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAS17	S000005707	LAS17_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MET18	S000001390	MET18_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TDA5	S000004418	TDA5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HPT1	S000002807	HPRT_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MDM1	S000004572	MDM1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
GEA2	S000000748	GEA2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GEA1	S000003792	GEA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DFG5	S000004851	DFG5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPD3	S000005274	RPD3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPH1	S000006364	PHSG_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OSH6	S000001711	OSH6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OSH7	S000001043	OSH7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SYG1	S000001309	SYG1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC15	S000003202	SEC15_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MRPL6	S000001190	RM06_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBA4	S000001153	UBA4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YNL058C	S000005003	YNF8_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SSN2	S000002851	SSN2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YOL083C-A	S000028853	YO83A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ECM21	S000000197	ECM21_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLD3	S000000797	DLD3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
FAP7	S000002325	KAD6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PSR1	S000003933	PSR1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GIN4	S000002915	GIN4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SVL3	S000005953	SVL3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBX7	S000000477	UBX7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC5	S000002573	SEC5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YOR343W-A	S000007355	YO22A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC9	S000003241	SEC9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUP53	S000004762	NUP53_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRP1	S000001123	LRP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MDS3	S000003165	MDS3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YLR410W-A	S000007379	YG21A_YEAST;YL21A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD33	S000004472	RAD33_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APS3	S000003561	AP3S_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YEL057C	S000000783	YEG7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MRPL32	S000000596	RM32_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
COX9	S000002225	COX9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL29	S000006437	RL29_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHQ1	S000001366	SHQ1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MNN9	S000005971	MNN9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SNF12	S000005306	SNF12_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DCP1	S000005509	DCP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOM22	S000005075	TOM22_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEA4	S000000200	YBK4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
MCM5	S000004264	MCM5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YBL029C-A	S000007591	YB029_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GCD7	S000004282	EI2BB_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YHM2	S000004854	YHM2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GCD1	S000005786	EI2BG_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YBL100W-A	S000002148	YB21A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNF1	S000000968	ATC5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
DNF2	S000002500	ATC4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LEM3	S000005267	LEM3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSS1	S000002493	SC61G_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SFB3	S000001140	SFB3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
COG8	S000004536	COG8_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRE3	S000001146	GRE3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMA22	S000003775	DENR_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VPS74	S000002780	VPS74_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELP4	S000006022	ELP4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELP3	S000006007	ELP3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GLN4	S000005694	SYQ_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RFA2	S000005256	RFA2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RFA1	S000000065	RFA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SKG6	S000001192	SKG6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSF1	S000004077	CSF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YDR034C-C	S000007344	YD21A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YGR161W-A	S000007369	YF21A_YEAST;YG22A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOM40	S000004816	TOM40_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FYV7	S000004058	FYV7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GET3	S000002258	GET3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TAF5	S000000402	TAF5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDC23	S000001209	CDC23_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL37B	S000002908	RL37B_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CLB2	S000006323	CG22_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAL12	S000003524	MAL12_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPX1	S000001244	PPX1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YOL086W-A	S000007626	YO086_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPB3	S000001283	RPB3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
INO80	S000003118	INO80_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EMI5	S000005432	SDHF2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BEM4	S000006082	BEM4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FEN1	S000000630	ELO2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UBX6	S000003584	UBX6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCS6	S000003179	CTU1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KAP104	S000000221	IMB2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
JSN1	S000003851	JSN1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
THO2	S000005083	THO2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EXO84	S000000306	EXO84_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPB11	S000005365	RPB11_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RIF1	S000000479	RIF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
YMR130W	S000004737	YM14_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSR1	S000004372	CSR1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNT1	S000000629	SNT1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ECM32	S000000978	ECM32_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MOS1	S000007547	MOS1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FES1	S000000305	FES1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEF1	S000003290	PEF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MHP1	S000003578	MHP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MYO3	S000001612	MYO3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEM1	S000000863	CEM1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNT1	S000004852	RNT1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
